,id,Artist(s),Title,Acousticness,Danceability,Duration (ms),Energy,Instrumentalness,Key,Liveness,Loudness,Mode,Speechiness,BMP,Time_Signature,Valence
21,6XHl6AuLDJQLQ7p7r28pUK,"Catherine Zeta-Jones,Taye Diggs",I Can't Do It Alone,0.561,0.482,230160,0.497,0.0,1,0.117,-7.459,1,0.362,178.783,4,0.502
22,6TtN9cU9bK6TJX0DBSu6pd,John C. Reilly,Mister Cellophane,0.581,0.452,237706,0.164,0.0,4,0.287,-13.214,1,0.0963,85.161,4,0.355
23,7I1YWLvttmgQK2xsOeNjbz,Richard Gere,Razzle Dazzle,0.605,0.508,225493,0.28,0.0,2,0.0915,-12.024,1,0.0579,122.085,4,0.609
24,3TUk5hahSjL0PXlq8RyMMa,"Catherine Zeta-Jones,Queen Latifah",Class,0.72,0.413,172106,0.262,0.0,6,0.0773,-10.175,1,0.0353,120.041,4,0.0712
25,11cNYPovYdoJdlRVnQo1Mi,"Renée Zellweger,Taye Diggs",Nowadays (Roxie),0.89,0.502,134400,0.177,0.0,5,0.19,-13.143,1,0.0434,66.605,3,0.283
26,1ECXl86UHdDXKMzNcjXHwQ,"Renée Zellweger,Catherine Zeta-Jones,Taye Diggs",Nowadays/Hot Honey Rag - Medley Title,0.486,0.621,206733,0.505,3.23e-05,7,0.0734,-8.261,1,0.0739,108.218,4,0.598
27,3TqS2DKmyocUfKjgj698cP,"Catherine Zeta-Jones,Renée Zellweger",I Move On,0.607,0.596,238506,0.604,0.000174,9,0.0813,-7.099,1,0.106,122.143,4,0.606
28,0UzApqRTAi3d2iZexmuP3s,"Stephen Schwartz,Kristin Chenoweth,Sean McCourt,Cristy Candler,Jan Neuberger,Stephen Oremus,Alex Lacamoire",No One Mourns The Wicked - From Wicked Original Broadway Cast Recording/2003,0.696,0.285,400533,0.471,0.000124,6,0.116,-7.599,0,0.0541,165.957,4,0.212
29,446KBz5OadTvBfXPd3L3gJ,"Stephen Schwartz,Kristin Chenoweth,Stephen Oremus,Alex Lacamoire",Dear Old Shiz - From Wicked Original Broadway Cast Recording/2003,0.968,0.408,86213,0.148,0.0,3,0.143,-14.982,0,0.0469,115.77,5,0.0965
30,7279cZz7RhBAmRHAPraTeV,"Stephen Schwartz,Carole Shelley,Idina Menzel,Stephen Oremus,Alex Lacamoire",The Wizard And I - From Wicked Original Broadway Cast Recording/2003,0.814,0.375,309520,0.39,0.0,0,0.359,-8.234,1,0.0337,139.208,4,0.304
31,2lNRPajwEfma5EEmsgAe1w,"Stephen Schwartz,Kristin Chenoweth,Idina Menzel,Stephen Oremus,Alex Lacamoire",What Is This Feeling? - From Wicked Original Broadway Cast Recording/2003,0.729,0.63,212226,0.422,0.0,0,0.181,-8.693,1,0.0952,152.312,4,0.516
32,1H2ZgFkgOHssJE8y24r5V2,"Stephen Schwartz,William Youmans,Idina Menzel,Stephen Oremus,Alex Lacamoire",Something Bad - From Wicked Original Broadway Cast Recording/2003,0.801,0.563,99186,0.322,0.0,1,0.223,-15.778,1,0.257,74.301,4,0.195
33,45Yr7rD2vH3OsTRseT6gfA,"Stephen Schwartz,Norbert Leo Butz,Kristin Chenoweth,Christopher Fitzgerald,Michelle Federer,Idina Menzel,Stephen Oremus,Alex Lacamoire",Dancing Through Life - From Wicked Original Broadway Cast Recording/2003,0.61,0.463,457333,0.442,0.0,0,0.181,-8.754,1,0.0537,116.578,4,0.32
34,57Pk2GU0ABFYBbbcgYxqki,"Stephen Schwartz,Kristin Chenoweth,Stephen Oremus,Alex Lacamoire",Popular - From Wicked Original Broadway Cast Recording/2003,0.776,0.711,224386,0.228,0.0,0,0.122,-12.85,1,0.172,88.714,4,0.548
35,5HZCMnScUwekum55mcRdjK,"Stephen Schwartz,Idina Menzel,Stephen Oremus,Alex Lacamoire",I'm Not That Girl - From Wicked Original Broadway Cast Recording/2003,0.958,0.233,178760,0.0756,0.00013,9,0.101,-18.902,1,0.0369,179.472,4,0.205
36,0FD6tpo88qkJmdaAyvR1yU,"Stephen Schwartz,Kristin Chenoweth,Idina Menzel,Stephen Oremus,Alex Lacamoire",One Short Day - From Wicked Original Broadway Cast Recording/2003,0.737,0.455,183853,0.584,0.0,7,0.127,-8.274,1,0.118,119.603,4,0.525
37,3173yykxdnGmWEASuLPSo8,"Stephen Schwartz,Joel Grey,Stephen Oremus,Alex Lacamoire",A Sentimental Man - From Wicked Original Broadway Cast Recording/2003,0.946,0.347,76066,0.12,6.45e-05,11,0.115,-15.067,1,0.0478,70.106,5,0.155
38,184HGdGIscUiPbDuqbvHuN,"Stephen Schwartz,Kristin Chenoweth,Idina Menzel,Stephen Oremus,Alex Lacamoire",Defying Gravity - From Wicked Original Broadway Cast Recording/2003,0.722,0.314,353920,0.378,0.0,1,0.0333,-8.282,1,0.0339,87.987,4,0.243
39,0mpNY35D9VE4oa0NLm7Cjw,"Stephen Schwartz,Kristin Chenoweth,Carole Shelley,Stephen Oremus,Alex Lacamoire",Thank Goodness - From Wicked Original Broadway Cast Recording/2003,0.756,0.378,383066,0.331,0.0,3,0.805,-9.407,1,0.0486,89.68,5,0.462
40,1D6pLmob6pai0cjB3ulMdz,"Stephen Schwartz,Joel Grey,Idina Menzel,Stephen Oremus,Alex Lacamoire",Wonderful - From Wicked Original Broadway Cast Recording/2003,0.801,0.405,297160,0.216,0.0,5,0.199,-11.228,1,0.0561,177.192,4,0.381
41,1tlfh7RSe2T39byWWM8J2L,"Stephen Schwartz,Kristin Chenoweth,Stephen Oremus,Alex Lacamoire",I'm Not That Girl (Reprise) - From Wicked Original Broadway Cast Recording/2003,0.983,0.254,50173,0.0192,0.0024,0,0.13,-24.621,1,0.0396,149.22,1,0.19
42,3IvflXoxqRVwNvpKhjIOv6,"Stephen Schwartz,Idina Menzel,Leo Norbert Butz,Stephen Oremus,Alex Lacamoire",As Long As You're Mine - From Wicked Original Broadway Cast Recording/2003,0.754,0.453,225986,0.446,1.25e-06,5,0.105,-8.28,1,0.0313,117.316,4,0.176
43,55dcu9Iz7r58VEmTqk4LP4,"Stephen Schwartz,Idina Menzel,Stephen Oremus,Alex Lacamoire",No Good Deed - From Wicked Original Broadway Cast Recording/2003,0.71,0.353,211573,0.546,0.0,6,0.105,-6.768,1,0.0384,114.814,4,0.272
44,4HXWWEFUAs4ixa4oLC08Z6,"Stephen Schwartz,Christopher Fitzgerald,Stephen Oremus,Alex Lacamoire",March Of The Witch Hunters - From Wicked Original Broadway Cast Recording/2003,0.693,0.564,91106,0.688,2.77e-05,8,0.133,-7.888,1,0.0734,115.206,4,0.649
45,3WkgLAd7jGX3sZikfkF0lU,"Stephen Schwartz,Kristin Chenoweth,Idina Menzel,Stephen Oremus,Alex Lacamoire",For Good - From Wicked Original Broadway Cast Recording/2003,0.945,0.267,306893,0.138,0.0,1,0.109,-14.073,1,0.0394,79.526,4,0.248
46,5GnZCU9UmSRnIUypNwfjgS,"Stephen Schwartz,Kristin Chenoweth,Idina Menzel,Stephen Oremus,Alex Lacamoire",Finale Wicked - From Wicked Original Broadway Cast Recording/2003,0.961,0.254,101693,0.196,0.0459,7,0.246,-10.587,1,0.0358,128.197,3,0.0686
47,2av1BBGdN9DW1u7rvoRhMM,"Annaleigh Ashford,Delta Nus,Dequina Moore,Laura Bell Bundy,Leslie Kritzer",Omigod You Guys,0.497,0.57,346813,0.481,0.0,7,0.425,-9.741,1,0.645,159.939,4,0.622
48,2vqCWr9qoVDy5WzP36H0iI,"Laura Bell Bundy,Richard H. Blake",Serious,0.615,0.589,193146,0.28,0.0,1,0.149,-11.984,1,0.115,114.313,4,0.333
49,0b1IlQG9MRf8vu1E6Iq19J,"Annaleigh Ashford,Dequina Moore,Kate Wetherhead,Laura Bell Bundy,Leslie Kritzer",What You Want,0.603,0.682,487893,0.431,0.0,5,0.329,-10.636,1,0.494,133.315,4,0.71
50,4haWbMjy6mwNld2d9IA8mq,"Christian Borle,'Legally Blonde' Ensemble,Manuel Herrera,Natalie Joy Johnson,Noah Weisberg",The Harvard Variations,0.726,0.623,157973,0.256,0.0,4,0.334,-10.978,0,0.707,176.562,4,0.717
51,2ewb4VJoSMG1FuSkFKoMgO,"'Legally Blonde' Ensemble,Michael Rupert",Blood in the Water,0.647,0.578,289960,0.293,0.0,1,0.334,-12.594,1,0.479,139.609,4,0.51
52,3M4OxUpLqSexH8IioAxXZz,"Annaleigh Ashford,Dequina Moore,'Legally Blonde' Greek Chorus,Laura Bell Bundy,Leslie Kritzer",Positive,0.533,0.875,192626,0.413,0.0,10,0.399,-10.183,0,0.185,106.034,4,0.769
53,2QHp9O8qaXyKw3gnXS39me,Orfeh,Ireland,0.917,0.476,194693,0.12,0.0,1,0.109,-13.759,1,0.0405,112.901,4,0.341
54,4BgayN2qyy9PVAuZB5a6Dn,Orfeh,Ireland - Reprise,0.703,0.511,55453,0.39,0.0,2,0.338,-8.72,1,0.0497,128.102,4,0.236
55,7j1wb3tjdCsy1i5uihTCfR,"Laura Bell Bundy,Richard H. Blake",Serious - Reprise,0.785,0.795,56226,0.291,0.0,5,0.328,-13.972,1,0.0896,112.961,4,0.653
56,2UTS33qrSdZUD6zApZXDcI,"Christian Borle,'Legally Blonde' Greek Chorus,Laura Bell Bundy,'Legally Blonde' Ensemble",Chip on My Shoulder,0.676,0.672,530933,0.206,0.0,8,0.0454,-15.155,1,0.393,105.366,4,0.424
57,3nfMOTjl5Ts1GZScRKuQnF,"Laura Bell Bundy,'Legally Blonde' Ensemble",So Much Better,0.564,0.587,209226,0.59,0.0,2,0.115,-10.221,1,0.689,78.701,4,0.426
58,0u9Qa4tnR77Tbb0uX1hs41,"'Legally Blonde' Ensemble,Michael Rupert,Nikki Snelson",Whipped into Shape,0.404,0.718,260839,0.533,0.0,6,0.0828,-9.883,1,0.462,119.25,4,0.683
59,7ti94QY6CIjiEEKEqgGRLw,"Christian Borle,Laura Bell Bundy",Take It Like a Man,0.724,0.442,253146,0.315,0.0,11,0.33,-11.254,1,0.0874,135.319,4,0.385
60,3BlC2zE57W5UDZfRIMs1Y6,"Annaleigh Ashford,Dequina Moore,Laura Bell Bundy,'Legally Blonde' Ensemble,Leslie Kritzer,Orfeh",Bend and Snap,0.451,0.814,200520,0.618,0.0,9,0.629,-8.933,1,0.418,124.864,4,0.677
61,41WDvgF7RgCXfLN9iKWVhp,"Amber Efe,Kate Shindle,Laura Bell Bundy,'Legally Blonde' Ensemble,Manuel Herrera,Matthew Risch",There! Right There!,0.666,0.715,207026,0.35,0.0,2,0.523,-11.138,1,0.445,127.869,4,0.697
62,1bXV5MjCKNmD8viWpawP9A,"Christian Borle,Laura Bell Bundy",Legally Blonde,0.862,0.446,210000,0.119,0.0,7,0.0949,-14.447,1,0.0521,127.248,3,0.227
63,7565IntuBBDFQo2midnEDN,"Kate Shindle,Laura Bell Bundy,'Legally Blonde' Ensemble,Natalie Joy Johnson",Legally Blonde - Remix,0.337,0.493,299240,0.584,0.000229,9,0.0424,-9.838,1,0.488,153.55,4,0.456
64,6Xff7fTzm90xCuilsifczL,"Laura Bell Bundy,Orfeh,'Legally Blonde' Ensemble",Find My Way / Finale,0.751,0.452,303413,0.356,3.38e-06,8,0.161,-10.144,1,0.176,88.561,4,0.299
65,2NTkqu7ce43MBqmknUzmsL,"Nicole Scimeca,Mary Beth Peil",Prologue: Once Upon a December,0.863,0.204,105186,0.168,1.96e-05,9,0.155,-12.406,0,0.0368,168.551,4,0.169
66,1wTeY1HgThyzcJMQVieQdO,"John Bolton,Derek Klena,Ramin Karimloo,Christy Altomare,Anastasia Company",A Rumor in St. Petersburg,0.655,0.706,339866,0.455,0.0,0,0.0483,-9.532,1,0.103,122.895,4,0.622
67,5gfdWDRrO0sHFyt8ydu5Hb,Christy Altomare,In My Dreams,0.824,0.269,208826,0.314,5.4e-06,4,0.298,-11.797,0,0.0349,76.587,1,0.15
68,0X91ZlK9FY7x7LuRAqUQmV,"John Bolton,Derek Klena,Christy Altomare",Learn to Do It,0.637,0.66,247786,0.365,0.0,7,0.277,-10.739,1,0.385,128.641,4,0.665
69,72QLVbDxbWM6cqcBfyJEaB,Ramin Karimloo,The Neva Flows,0.875,0.365,173520,0.267,3.11e-06,10,0.154,-11.851,1,0.0404,92.648,3,0.152
70,4pjA5aVdmBmNf1YrwG7nH2,Derek Klena,My Petersburg,0.661,0.565,150400,0.364,0.0,9,0.14,-9.203,1,0.0367,133.663,3,0.674
71,3jMy7ITBiLgVwC15RBK9Hp,Christy Altomare,Once Upon a December,0.917,0.166,179840,0.288,1.89e-05,11,0.0889,-12.45,0,0.0389,174.166,4,0.0748
72,7rESLKVDgq9zge1nMBoAWx,"Constantine Germanacos,Derek Klena,John Bolton,Christy Altomare,Anastasia Company","Stay, I Pray You",0.917,0.267,206146,0.27,0.0,3,0.105,-12.542,0,0.0421,67.317,4,0.134
73,2Q0mNGmibhJKxpeXK6Cu83,"Christy Altomare,Derek Klena,John Bolton,Anastasia Company",We'll Go from There,0.607,0.634,172786,0.399,0.0,7,0.236,-8.501,1,0.0382,116.978,4,0.653
74,54gZUgShMyXFY6VibprTOe,Ramin Karimloo,Still,0.695,0.286,156133,0.407,4.27e-06,5,0.503,-10.592,0,0.0375,83.844,3,0.0721
75,1T0OMgJ1bSqlMDD8cWbvnL,Christy Altomare,Journey to the Past,0.841,0.335,196120,0.292,1.5e-06,3,0.0872,-9.738,1,0.0298,80.841,4,0.201
76,5sagFqBwnUUiUXzbTVkgE2,"John Bolton,Derek Klena,Christy Altomare,Anastasia Company",Paris Holds the Key (To Your Heart),0.59,0.366,187813,0.418,0.0,8,0.0844,-9.629,1,0.0787,79.454,1,0.69
77,1cGKjVDX4tC9MUzsDQDa5S,Christy Altomare,Crossing a Bridge,0.905,0.23,130186,0.191,0.0,7,0.118,-11.713,0,0.0351,178.046,3,0.157
78,0tEQU6rmdTwC2kaAeHQPDE,Mary Beth Peil,Close the Door,0.912,0.231,191413,0.291,2.09e-05,7,0.0929,-11.187,0,0.0418,87.999,3,0.153
79,2Yz9ItBsiuHfGb6YnHIBlh,"Caroline O'Connor,Anastasia Company",Land of Yesterday,0.587,0.458,215493,0.372,0.0,4,0.224,-8.09,0,0.0761,170.859,4,0.552
80,5JW9pfxfiKCgAHVZqfGLXk,"Caroline O'Connor,John Bolton",The Countess and the Common Man,0.751,0.41,181960,0.264,0.0,7,0.0919,-11.626,1,0.0917,42.069,4,0.348
81,16pU4fqlBvH6rX5AI99lrF,"Derek Klena,Christy Altomare",In a Crowd of Thousands,0.885,0.367,225506,0.198,0.0,1,0.0974,-12.753,0,0.0396,75.845,4,0.174
82,3omcpeKI7kqmdSARSRROyE,John Bolton,Meant to Be,0.688,0.287,100746,0.172,0.000697,5,0.225,-10.497,1,0.0331,149.455,5,0.209
83,4ae6R0o6POKV7GC8NgGDe9,"Christy Altomare,Derek Klena,Mary Beth Peil,Ramin Karimloo",Quartet at the Ballet,0.758,0.22,225626,0.309,0.000518,7,0.219,-11.078,1,0.0363,179.63,3,0.222
84,4ZRVPESgSBD4lXghmjLJ9z,Derek Klena,Everything to Win,0.864,0.318,167160,0.205,6.7e-05,5,0.111,-12.368,1,0.034,84.728,4,0.175
85,1aA6IKda2d5Gm5N72DaDW9,"Christy Altomare,Mary Beth Peil",Once Upon a December (Reprise),0.843,0.468,57986,0.074,0.0,9,0.143,-19.788,0,0.403,135.984,3,0.339
86,2entJ1igG0436eITo3VP7N,"Caroline O'Connor,John Bolton,Anastasia Company",The Press Conference,0.533,0.737,125866,0.527,0.0,0,0.263,-9.01,1,0.0703,136.925,4,0.891
87,4txdXqI7xiuoc3ng2GCMsM,Christy Altomare,Everything to Win (Reprise),0.962,0.343,41906,0.0571,4.28e-06,2,0.113,-18.74,1,0.0422,124.402,5,0.532
88,144J2GiZlX3k8tqBeqr0z6,"Ramin Karimloo,Christy Altomare",Still / The Neva Flows (Reprise),0.589,0.436,142253,0.445,0.0,10,0.101,-9.709,1,0.187,80.029,4,0.315
89,7zpAfxyfBi8O83EWoGtqTF,"Mary Beth Peil,Ramin Karimloo,Anastasia Company",Finale,0.549,0.277,94240,0.245,0.0,10,0.0837,-11.32,1,0.0337,86.816,3,0.21
90,4ROn85wqzvi0BzUnj1TOd5,"Danny Carroll,42nd Street Ensemble",Overture / Audition,0.794,0.49,283000,0.675,0.145,5,0.0775,-12.695,0,0.284,94.295,4,0.547
91,47dXUALoTQaCHE5WoIDrKp,"Tammy Grimes,42nd Street Ensemble",Shadow Waltz,0.958,0.371,209826,0.062,5.31e-05,9,0.179,-21.422,0,0.0347,137.974,3,0.187
92,3X72aOsdJGuOXWLW3R3g17,"Lee Roy Reams,Wanda Richert",Young and Healthy,0.945,0.484,135493,0.127,0.0,0,0.132,-20.467,1,0.0406,90.849,4,0.311
93,4aBF1Tlol9fCG0mTCt5Abg,"Carole Cook,Wanda Richert,Karen Prunczik,Ginny King,Jeri Kansas",Go into Your Dance,0.757,0.561,203000,0.667,0.000639,8,0.105,-14.945,1,0.203,133.198,4,0.477
94,5HmGGPZzsZStnleeqsRkQk,"Tammy Grimes,Lee Roy Reams,Wanda Richert,42nd Street Ensemble",You're Getting to Be a Habit with Me,0.872,0.454,122893,0.13,3.52e-05,8,0.111,-18.41,0,0.0613,66.722,3,0.373
95,0CNAObKz2jAqpIRsYzMUAz,"James Congdon,Joseph Bova,Carole Cook,Karen Prunczik,Tammy Grimes,42nd Street Ensemble",Getting Out of Town,0.749,0.549,102586,0.416,4.35e-06,3,0.0995,-13.525,1,0.0396,84.851,4,0.613
96,2ERPJP3ISt4fTPKjD8wUi4,"Karen Prunczik,Wanda Richert,Ginny King,Jeri Kansas,Lee Roy Reams,42nd Street Ensemble",We're in the Money,0.744,0.536,188866,0.42,0.000282,0,0.0344,-12.661,1,0.048,104.409,4,0.609
97,1AmeuheVO32dnEv23DvShm,"Lee Roy Reams,42nd Street Ensemble",Dames,0.907,0.312,202253,0.318,0.0,10,0.147,-14.229,1,0.0406,176.906,4,0.41
98,7aGPNdMfymegtIO0j7MsuT,"Karen Prunczik,42nd Street Ensemble",Sunny Side to Every Situation,0.846,0.374,140106,0.13,4.09e-06,3,0.15,-18.92,1,0.0348,139.174,4,0.503
99,5kAwWMrtIElxbnUjTL65PT,"Jerry Orbach,42nd Street Ensemble",Lullaby of Broadway,0.889,0.315,302026,0.331,1.16e-06,0,0.163,-13.533,1,0.0477,81.277,4,0.346
100,5VP2luWhwqZZcydFwJyRPp,"Tammy Grimes,Wanda Richert",About a Quarter to Nine,0.929,0.406,136293,0.0393,9.49e-06,1,0.0922,-20.788,1,0.0346,140.645,4,0.279
101,3ve4RsUm6R6iYWtPFKjZZJ,"Joseph Bova,Carole Cook,Karen Prunczik,42nd Street Ensemble",Shuffle Off to Buffalo,0.87,0.413,230200,0.326,0.000188,0,0.116,-15.967,1,0.06,146.431,4,0.603
102,5BTmAlpD51E5FgcTQKjV4e,"Wanda Richert,Lee Roy Reams,42nd Street Ensemble",42nd Street,0.698,0.4,444946,0.576,0.00708,0,0.0557,-15.012,1,0.562,87.277,4,0.222
103,0NIwHd452tFZDEqwuPGPc4,"Jerry Orbach,42nd Street Ensemble",Finale: 42nd Street (Reprise) / Bows,0.707,0.291,193600,0.31,0.0,3,0.0601,-14.556,0,0.0416,85.518,4,0.157
104,03GBiorLGTk7T4IScIl4jj,SIX,Ex-Wives,0.0499,0.703,350218,0.443,0.0,0,0.338,-9.601,0,0.0862,136.647,4,0.367
105,2ldBp6eNIE4wk8C3j0bz8n,"SIX,Renée Lamb",No Way,0.0306,0.629,241501,0.713,0.0,5,0.173,-6.498,0,0.173,119.363,4,0.511
106,6sUQqRmOcRyAG5M3EWXzr3,"SIX,Christina Modestou",Don't Lose Ur Head,0.251,0.859,245303,0.605,0.0,7,0.132,-7.635,0,0.357,82.91,4,0.722
107,3akeuMy9bqJbqDlfYevbwN,"SIX,Natalie Paris",Heart of Stone,0.452,0.513,311301,0.426,0.0,5,0.115,-8.14,1,0.03,115.196,4,0.101
108,6bo3wF9Gfmr7iFlIaGfo1g,SIX,Haus of Holbein,0.0362,0.672,126870,0.666,0.0,5,0.323,-6.534,0,0.156,150.111,4,0.832
109,198ZUXC5jCr5DiQNlKBiNV,"SIX,Genesis Lynea",Get Down,0.00986,0.898,253993,0.406,0.0,4,0.0509,-9.905,0,0.102,102.985,4,0.39
110,1U0hiOuodfSsxdcTYXGEdT,"SIX,Aimie Atkinson",All You Wanna Do,0.302,0.738,410089,0.532,0.0,11,0.0855,-7.967,0,0.187,143.991,4,0.596
111,34TY5bMvFrfPlZ7jqeGxi4,"SIX,Izuka Hoyle",I Don't Need Your Love,0.326,0.535,367989,0.447,0.0,5,0.192,-8.569,1,0.0612,97.611,4,0.331
112,3jnntYfllN05QxplcXtpaS,SIX,Six,0.159,0.729,239795,0.674,0.0,3,0.105,-6.249,1,0.0435,135.026,4,0.64
113,4TTV7EcfroSLWzXRY6gLv6,"Leslie Odom Jr.,Daveed Diggs,Okieriete Onaodowan,Lin-Manuel Miranda,Phillipa Soo,Christopher Jackson,Original Broadway Cast of Hamilton,Anthony Ramos",Alexander Hamilton,0.522,0.609,236737,0.435,0.0,11,0.118,-7.861,0,0.285,131.995,4,0.552
114,6dr7ekfhlbquvsVY8D7gyk,"Lin-Manuel Miranda,Leslie Odom Jr.,Daveed Diggs,Okieriete Onaodowan,Anthony Ramos","Aaron Burr, Sir",0.272,0.646,156630,0.439,0.0,7,0.0945,-10.837,1,0.818,160.387,4,0.528
115,4cxvludVmQxryrnx1m9FqL,"Lin-Manuel Miranda,Daveed Diggs,Okieriete Onaodowan,Leslie Odom Jr.,Original Broadway Cast of Hamilton,Anthony Ramos",My Shot,0.15,0.698,333154,0.649,0.0,8,0.0903,-6.764,1,0.415,180.466,4,0.568
116,0NJWhm3hUwIZSy5s0TGJ8q,"Lin-Manuel Miranda,Okieriete Onaodowan,Daveed Diggs,Original Broadway Cast of Hamilton,Anthony Ramos",The Story of Tonight,0.835,0.494,91980,0.237,0.0,4,0.648,-10.579,1,0.0517,95.219,3,0.625
117,71X7bPDljJHrmEGYCe7kQ8,"Renée Elise Goldsberry,Phillipa Soo,Jasmine Cephas-Jones,Leslie Odom Jr.,Original Broadway Cast of Hamilton",The Schuyler Sisters,0.187,0.74,186542,0.727,0.0,2,0.627,-6.253,1,0.278,101.409,4,0.792
118,2G9lekfCh83S0lt2yfffBz,"Thayne Jasperson,Lin-Manuel Miranda,Original Broadway Cast of Hamilton",Farmer Refuted,0.684,0.795,112742,0.409,0.0,9,0.0548,-8.334,0,0.372,77.879,3,0.577
119,6OG1S805gIrH5nAQbEOPY3,"Jonathan Groff,Original Broadway Cast of Hamilton",You'll Be Back,0.39,0.607,208321,0.466,0.0,0,0.135,-7.562,1,0.0578,121.741,4,0.434
120,3nJYcY9yvKP8Oi2Ml8brXt,"Lin-Manuel Miranda,Leslie Odom Jr.,Original Broadway Cast of Hamilton",Right Hand Man,0.177,0.68,321696,0.413,0.0,8,0.205,-9.41,1,0.492,158.576,4,0.383
