Spotify ID,Artist IDs,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Added By,Added At,Genres,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
7FIrk5lA1IalpZ3OtieeC8,"73sIMDrtvzFVs4Y1WkUpTd,31Rv7Yk0rBrYdQ0ELNZDaR,2FYB9zfwe2ayj4zfNeh466,6qGkLCMQkNGOJ079iEcC5k","Good For You","Dear Evan Hansen (Original Broadway Cast Recording)","Rachel Bay Jones,Kristolyn Lloyd,Will Roland,Ben Platt",2017-02-03,185146,53,spotify:user:gloomyarcher383,2020-02-27T03:53:33Z,"broadway,show tunes",0.627,0.709,3,-4.692,1,0.0726,0.175,0,0.242,0.791,107.802,4
32bZDrurIGh2Cts0l2tRtL,"6qGkLCMQkNGOJ079iEcC5k","Words Fail","Dear Evan Hansen (Original Broadway Cast Recording)","Ben Platt",2017-02-03,351920,50,spotify:user:gloomyarcher383,2020-02-27T03:53:45Z,"show tunes",0.368,0.237,0,-9.49,1,0.0389,0.792,0,0.122,0.328,95.871,3
5M2LiZ8SmRFWl1IJ0F7JNR,"73sIMDrtvzFVs4Y1WkUpTd","So Big / So Small","Dear Evan Hansen (Original Broadway Cast Recording)","Rachel Bay Jones",2017-02-03,252266,47,spotify:user:gloomyarcher383,2020-02-27T03:53:49Z,"broadway,show tunes",0.447,0.2,7,-9.536,1,0.0423,0.806,0,0.108,0.28,88.189,4
7vU9VpbmB4ZoztAigpXLlJ,"6qGkLCMQkNGOJ079iEcC5k,5bi4lyuj5ZrayYKlibl9ij","Finale","Dear Evan Hansen (Original Broadway Cast Recording)","Ben Platt,Original Broadway Cast of Dear Evan Hansen",2017-02-03,95960,44,spotify:user:gloomyarcher383,2020-02-27T03:53:53Z,"show tunes,broadway",0.423,0.0919,5,-10.343,1,0.0353,0.837,0,0.0931,0.414,112.831,4
3cGmUgp7hF5Eb8NyuEmtCA,"5i4JbHYkeCa702YXS68RGf,4ZYtO7K6tpQGNgoRRseDOg,6jRmwlzMVSICyO97aN7UnT","Overture/And All That Jazz","Chicago - Music From The Miramax Motion Picture","Catherine Zeta-Jones,Renée Zellweger,Taye Diggs",2002-11-08,364360,53,spotify:user:gloomyarcher383,2020-02-27T03:54:01Z,"hollywood,show tunes",0.579,0.597,1,-6.541,0,0.111,0.381,0.000027,0.326,0.703,119.922,4
28Tmk14BdrfaV2YzxpB35c,"5i4JbHYkeCa702YXS68RGf,1q9u3sUWuAsj9R3PI61iBS,1dAzpaZEkxAVZ77MS8hxQU,2m6jj1qsLtzuPPgUJuks5F,4PGEfPLGHCgy5DuIX1viEY,3Q2mm9SU0vv12HNBPJRoV1,6jRmwlzMVSICyO97aN7UnT","Cell Block Tango","Chicago - Music From The Miramax Motion Picture","Catherine Zeta-Jones,Susan Misner,Deidre Goodwin,Denise Faye,Ekaterina Chtchelkanova,Mya Harrison,Taye Diggs",2002-11-08,442733,58,spotify:user:gloomyarcher383,2020-02-27T03:54:05Z,"hollywood,show tunes",0.601,0.34,1,-12.092,1,0.363,0.393,0,0.456,0.654,125.309,4
2L7E2IsUbGiGqT9aSehkID,"1L4nOFaQKejFy75REi9BKh,6wjokoKqfrA5kDbJq8PJz9,0Z487FdUNbwgAjUBQFUnEf,0WAdUXwBab1ocSTCgmWtOR,6jRmwlzMVSICyO97aN7UnT","We Both Reached For The Gun","Chicago - Music From The Miramax Motion Picture","Christine Baranski,Cleve Asbury,Shaun Amyot,Rick Negron,Taye Diggs",2002-11-08,238000,67,spotify:user:gloomyarcher383,2020-02-27T03:54:09Z,"hollywood,show tunes",0.63,0.6,11,-7.433,1,0.383,0.569,0,0.0988,0.731,136.003,4
550YyHm9PWX2BlcVk2IayG,"5m7wCUhYhBh7A3A3YMxrbt,6jRmwlzMVSICyO97aN7UnT","When You're Good To Mama","Chicago - Music From The Miramax Motion Picture","Queen Latifah,Taye Diggs",2002-11-08,199733,51,spotify:user:gloomyarcher383,2020-02-27T03:54:14Z,"conscious hip hop,east coast hip hop,golden age hip hop,hip hop,new jersey rap,hollywood,show tunes",0.517,0.429,2,-9.236,1,0.107,0.448,0,0.109,0.436,172.004,4
5uryqFuYGHHMkEFQGHoCsU,"4ZYtO7K6tpQGNgoRRseDOg,5SL8972vfCQ4PFqlmf9B5G,4cbKtVVzYxwbBqqQECrSSf,6jRmwlzMVSICyO97aN7UnT","Funny Honey","Chicago - Music From The Miramax Motion Picture","Renée Zellweger,John C. Reilly,Colm Feore,Taye Diggs",2002-11-08,219306,48,spotify:user:gloomyarcher383,2020-02-27T03:54:18Z,"hollywood,show tunes",0.347,0.222,8,-12.379,1,0.0578,0.703,0,0.122,0.503,84.235,4
6Do8mrCwUusdtWTSh5EHli,"63Ej9t793YPc5rpHzn3oB8,4ZYtO7K6tpQGNgoRRseDOg","All I Care About","Chicago - Music From The Miramax Motion Picture","Richard Gere,Renée Zellweger",2002-11-08,228200,46,spotify:user:gloomyarcher383,2020-02-27T03:54:23Z,"hollywood",0.428,0.468,6,-8.869,1,0.0782,0.695,0,0.249,0.281,133.386,4
7nOhijGWNbwBpzmQ6XqLRG,"4ZYtO7K6tpQGNgoRRseDOg","Roxie","Chicago - Music From The Miramax Motion Picture","Renée Zellweger",2002-11-08,200293,50,spotify:user:gloomyarcher383,2020-02-27T03:54:27Z,"hollywood",0.514,0.403,5,-9.377,0,0.0429,0.481,0,0.11,0.464,132.683,4
6XHl6AuLDJQLQ7p7r28pUK,"5i4JbHYkeCa702YXS68RGf,6jRmwlzMVSICyO97aN7UnT","I Can't Do It Alone","Chicago - Music From The Miramax Motion Picture","Catherine Zeta-Jones,Taye Diggs",2002-11-08,230160,45,spotify:user:gloomyarcher383,2020-02-27T03:54:31Z,"hollywood,show tunes",0.482,0.497,1,-7.459,1,0.362,0.561,0,0.117,0.502,178.783,4
6TtN9cU9bK6TJX0DBSu6pd,"5SL8972vfCQ4PFqlmf9B5G","Mister Cellophane","Chicago - Music From The Miramax Motion Picture","John C. Reilly",2002-11-08,237706,46,spotify:user:gloomyarcher383,2020-02-27T03:54:35Z,"hollywood",0.452,0.164,4,-13.214,1,0.0963,0.581,0,0.287,0.355,85.161,4
7I1YWLvttmgQK2xsOeNjbz,"63Ej9t793YPc5rpHzn3oB8","Razzle Dazzle","Chicago - Music From The Miramax Motion Picture","Richard Gere",2002-11-08,225493,46,spotify:user:gloomyarcher383,2020-02-27T03:54:41Z,"hollywood",0.508,0.28,2,-12.024,1,0.0579,0.605,0,0.0915,0.609,122.085,4
3TUk5hahSjL0PXlq8RyMMa,"5i4JbHYkeCa702YXS68RGf,5m7wCUhYhBh7A3A3YMxrbt","Class","Chicago - Music From The Miramax Motion Picture","Catherine Zeta-Jones,Queen Latifah",2002-11-08,172106,39,spotify:user:gloomyarcher383,2020-02-27T03:54:46Z,"hollywood,show tunes,conscious hip hop,east coast hip hop,golden age hip hop,hip hop,new jersey rap",0.413,0.262,6,-10.175,1,0.0353,0.72,0,0.0773,0.0712,120.041,4
11cNYPovYdoJdlRVnQo1Mi,"4ZYtO7K6tpQGNgoRRseDOg,6jRmwlzMVSICyO97aN7UnT","Nowadays (Roxie)","Chicago - Music From The Miramax Motion Picture","Renée Zellweger,Taye Diggs",2002-11-08,134400,43,spotify:user:gloomyarcher383,2020-02-27T03:54:55Z,"hollywood,show tunes",0.502,0.177,5,-13.143,1,0.0434,0.89,0,0.19,0.283,66.605,3
1ECXl86UHdDXKMzNcjXHwQ,"4ZYtO7K6tpQGNgoRRseDOg,5i4JbHYkeCa702YXS68RGf,6jRmwlzMVSICyO97aN7UnT","Nowadays/Hot Honey Rag - Medley Title","Chicago - Music From The Miramax Motion Picture","Renée Zellweger,Catherine Zeta-Jones,Taye Diggs",2002-11-08,206733,44,spotify:user:gloomyarcher383,2020-02-27T03:55:00Z,"hollywood,show tunes",0.621,0.505,7,-8.261,1,0.0739,0.486,0.0000323,0.0734,0.598,108.218,4
3TqS2DKmyocUfKjgj698cP,"5i4JbHYkeCa702YXS68RGf,4ZYtO7K6tpQGNgoRRseDOg","I Move On","Chicago - Music From The Miramax Motion Picture","Catherine Zeta-Jones,Renée Zellweger",2002-11-08,238506,39,spotify:user:gloomyarcher383,2020-02-27T03:55:05Z,"hollywood,show tunes",0.596,0.604,9,-7.099,1,0.106,0.607,0.000174,0.0813,0.606,122.143,4
0UzApqRTAi3d2iZexmuP3s,"7daPb40K64rRtF36wd3ZOk,3DgcBA7P0ji5co7Z1Gfp2Q,53KxkH27mKZgcCmtdKYBl7,36XXapGsaRgnQEQkjPfTBl,5LATQYuPWELZCDEdGYN5YH,1e6BRnFiiwNZl04xu1yqmi,5TLQArskPwpPQULjjE2tsW","No One Mourns The Wicked - From Wicked Original Broadway Cast Recording/2003","Wicked (Original Broadway Cast Recording / Deluxe Edition)","Stephen Schwartz,Kristin Chenoweth,Sean McCourt,Cristy Candler,Jan Neuberger,Stephen Oremus,Alex Lacamoire",2013-01-01,400533,50,spotify:user:gloomyarcher383,2020-02-27T03:57:42Z,"broadway,show tunes",0.285,0.471,6,-7.599,0,0.0541,0.696,0.000124,0.116,0.212,165.957,4
446KBz5OadTvBfXPd3L3gJ,"7daPb40K64rRtF36wd3ZOk,3DgcBA7P0ji5co7Z1Gfp2Q,1e6BRnFiiwNZl04xu1yqmi,5TLQArskPwpPQULjjE2tsW","Dear Old Shiz - From Wicked Original Broadway Cast Recording/2003","Wicked (Original Broadway Cast Recording / Deluxe Edition)","Stephen Schwartz,Kristin Chenoweth,Stephen Oremus,Alex Lacamoire",2013-01-01,86213,46,spotify:user:gloomyarcher383,2020-02-27T03:57:51Z,"broadway,show tunes",0.408,0.148,3,-14.982,0,0.0469,0.968,0,0.143,0.0965,115.77,5
7279cZz7RhBAmRHAPraTeV,"7daPb40K64rRtF36wd3ZOk,31qXl2kZWi81O4SU8Efvys,73Np75Wv2tju61Eo9Zw4IR,1e6BRnFiiwNZl04xu1yqmi,5TLQArskPwpPQULjjE2tsW","The Wizard And I - From Wicked Original Broadway Cast Recording/2003","Wicked (Original Broadway Cast Recording / Deluxe Edition)","Stephen Schwartz,Carole Shelley,Idina Menzel,Stephen Oremus,Alex Lacamoire",2013-01-01,309520,51,spotify:user:gloomyarcher383,2020-02-27T03:57:56Z,"broadway,show tunes,hollywood,movie tunes",0.375,0.39,0,-8.234,1,0.0337,0.814,0,0.359,0.304,139.208,4
2lNRPajwEfma5EEmsgAe1w,"7daPb40K64rRtF36wd3ZOk,3DgcBA7P0ji5co7Z1Gfp2Q,73Np75Wv2tju61Eo9Zw4IR,1e6BRnFiiwNZl04xu1yqmi,5TLQArskPwpPQULjjE2tsW","What Is This Feeling? - From Wicked Original Broadway Cast Recording/2003","Wicked (Original Broadway Cast Recording / Deluxe Edition)","Stephen Schwartz,Kristin Chenoweth,Idina Menzel,Stephen Oremus,Alex Lacamoire",2013-01-01,212226,52,spotify:user:gloomyarcher383,2020-02-27T03:58:05Z,"broadway,show tunes,hollywood,movie tunes",0.63,0.422,0,-8.693,1,0.0952,0.729,0,0.181,0.516,152.312,4
1H2ZgFkgOHssJE8y24r5V2,"7daPb40K64rRtF36wd3ZOk,5jd4uKyxRmjPtjo4dUExXe,73Np75Wv2tju61Eo9Zw4IR,1e6BRnFiiwNZl04xu1yqmi,5TLQArskPwpPQULjjE2tsW","Something Bad - From Wicked Original Broadway Cast Recording/2003","Wicked (Original Broadway Cast Recording / Deluxe Edition)","Stephen Schwartz,William Youmans,Idina Menzel,Stephen Oremus,Alex Lacamoire",2013-01-01,99186,45,spotify:user:gloomyarcher383,2020-02-27T03:58:09Z,"broadway,show tunes,hollywood,movie tunes",0.563,0.322,1,-15.778,1,0.257,0.801,0,0.223,0.195,74.301,4
45Yr7rD2vH3OsTRseT6gfA,"7daPb40K64rRtF36wd3ZOk,2LEinBhufpsqT17c5XYomF,3DgcBA7P0ji5co7Z1Gfp2Q,1Yq9Q4bPuxh1N4wtIEXyII,724Af947xg6pNu4xiwhYsV,73Np75Wv2tju61Eo9Zw4IR,1e6BRnFiiwNZl04xu1yqmi,5TLQArskPwpPQULjjE2tsW","Dancing Through Life - From Wicked Original Broadway Cast Recording/2003","Wicked (Original Broadway Cast Recording / Deluxe Edition)","Stephen Schwartz,Norbert Leo Butz,Kristin Chenoweth,Christopher Fitzgerald,Michelle Federer,Idina Menzel,Stephen Oremus,Alex Lacamoire",2013-01-01,457333,50,spotify:user:gloomyarcher383,2020-02-27T03:58:20Z,"broadway,show tunes,hollywood,movie tunes",0.463,0.442,0,-8.754,1,0.0537,0.61,0,0.181,0.32,116.578,4
57Pk2GU0ABFYBbbcgYxqki,"7daPb40K64rRtF36wd3ZOk,3DgcBA7P0ji5co7Z1Gfp2Q,1e6BRnFiiwNZl04xu1yqmi,5TLQArskPwpPQULjjE2tsW","Popular - From Wicked Original Broadway Cast Recording/2003","Wicked (Original Broadway Cast Recording / Deluxe Edition)","Stephen Schwartz,Kristin Chenoweth,Stephen Oremus,Alex Lacamoire",2013-01-01,224386,54,spotify:user:gloomyarcher383,2020-02-27T03:58:25Z,"broadway,show tunes",0.711,0.228,0,-12.85,1,0.172,0.776,0,0.122,0.548,88.714,4
5HZCMnScUwekum55mcRdjK,"7daPb40K64rRtF36wd3ZOk,73Np75Wv2tju61Eo9Zw4IR,1e6BRnFiiwNZl04xu1yqmi,5TLQArskPwpPQULjjE2tsW","I'm Not That Girl - From Wicked Original Broadway Cast Recording/2003","Wicked (Original Broadway Cast Recording / Deluxe Edition)","Stephen Schwartz,Idina Menzel,Stephen Oremus,Alex Lacamoire",2013-01-01,178760,50,spotify:user:gloomyarcher383,2020-02-27T03:58:37Z,"broadway,show tunes,hollywood,movie tunes",0.233,0.0756,9,-18.902,1,0.0369,0.958,0.00013,0.101,0.205,179.472,4
0FD6tpo88qkJmdaAyvR1yU,"7daPb40K64rRtF36wd3ZOk,3DgcBA7P0ji5co7Z1Gfp2Q,73Np75Wv2tju61Eo9Zw4IR,1e6BRnFiiwNZl04xu1yqmi,5TLQArskPwpPQULjjE2tsW","One Short Day - From Wicked Original Broadway Cast Recording/2003","Wicked (Original Broadway Cast Recording / Deluxe Edition)","Stephen Schwartz,Kristin Chenoweth,Idina Menzel,Stephen Oremus,Alex Lacamoire",2013-01-01,183853,48,spotify:user:gloomyarcher383,2020-02-27T04:00:40Z,"broadway,show tunes,hollywood,movie tunes",0.455,0.584,7,-8.274,1,0.118,0.737,0,0.127,0.525,119.603,4
3173yykxdnGmWEASuLPSo8,"7daPb40K64rRtF36wd3ZOk,64WqSGPXrSf1YbxoimVNbd,1e6BRnFiiwNZl04xu1yqmi,5TLQArskPwpPQULjjE2tsW","A Sentimental Man - From Wicked Original Broadway Cast Recording/2003","Wicked (Original Broadway Cast Recording / Deluxe Edition)","Stephen Schwartz,Joel Grey,Stephen Oremus,Alex Lacamoire",2013-01-01,76066,44,spotify:user:gloomyarcher383,2020-02-27T04:00:44Z,"broadway,show tunes,vintage broadway",0.347,0.12,11,-15.067,1,0.0478,0.946,0.0000645,0.115,0.155,70.106,5
184HGdGIscUiPbDuqbvHuN,"7daPb40K64rRtF36wd3ZOk,3DgcBA7P0ji5co7Z1Gfp2Q,73Np75Wv2tju61Eo9Zw4IR,1e6BRnFiiwNZl04xu1yqmi,5TLQArskPwpPQULjjE2tsW","Defying Gravity - From Wicked Original Broadway Cast Recording/2003","Wicked (Original Broadway Cast Recording / Deluxe Edition)","Stephen Schwartz,Kristin Chenoweth,Idina Menzel,Stephen Oremus,Alex Lacamoire",2013-01-01,353920,58,spotify:user:gloomyarcher383,2020-02-27T04:00:49Z,"broadway,show tunes,hollywood,movie tunes",0.314,0.378,1,-8.282,1,0.0339,0.722,0,0.0333,0.243,87.987,4
0mpNY35D9VE4oa0NLm7Cjw,"7daPb40K64rRtF36wd3ZOk,3DgcBA7P0ji5co7Z1Gfp2Q,31qXl2kZWi81O4SU8Efvys,1e6BRnFiiwNZl04xu1yqmi,5TLQArskPwpPQULjjE2tsW","Thank Goodness - From Wicked Original Broadway Cast Recording/2003","Wicked (Original Broadway Cast Recording / Deluxe Edition)","Stephen Schwartz,Kristin Chenoweth,Carole Shelley,Stephen Oremus,Alex Lacamoire",2013-01-01,383066,47,spotify:user:gloomyarcher383,2020-02-27T04:00:53Z,"broadway,show tunes",0.378,0.331,3,-9.407,1,0.0486,0.756,0,0.805,0.462,89.68,5
1D6pLmob6pai0cjB3ulMdz,"7daPb40K64rRtF36wd3ZOk,64WqSGPXrSf1YbxoimVNbd,73Np75Wv2tju61Eo9Zw4IR,1e6BRnFiiwNZl04xu1yqmi,5TLQArskPwpPQULjjE2tsW","Wonderful - From Wicked Original Broadway Cast Recording/2003","Wicked (Original Broadway Cast Recording / Deluxe Edition)","Stephen Schwartz,Joel Grey,Idina Menzel,Stephen Oremus,Alex Lacamoire",2013-01-01,297160,44,spotify:user:gloomyarcher383,2020-02-27T04:00:58Z,"broadway,show tunes,vintage broadway,hollywood,movie tunes",0.405,0.216,5,-11.228,1,0.0561,0.801,0,0.199,0.381,177.192,4
1tlfh7RSe2T39byWWM8J2L,"7daPb40K64rRtF36wd3ZOk,3DgcBA7P0ji5co7Z1Gfp2Q,1e6BRnFiiwNZl04xu1yqmi,5TLQArskPwpPQULjjE2tsW","I'm Not That Girl (Reprise) - From Wicked Original Broadway Cast Recording/2003","Wicked (Original Broadway Cast Recording / Deluxe Edition)","Stephen Schwartz,Kristin Chenoweth,Stephen Oremus,Alex Lacamoire",2013-01-01,50173,43,spotify:user:gloomyarcher383,2020-02-27T04:01:03Z,"broadway,show tunes",0.254,0.0192,0,-24.621,1,0.0396,0.983,0.0024,0.13,0.19,149.22,1
3IvflXoxqRVwNvpKhjIOv6,"7daPb40K64rRtF36wd3ZOk,73Np75Wv2tju61Eo9Zw4IR,4FLAGAmlaOUyMvOfMnhjw5,1e6BRnFiiwNZl04xu1yqmi,5TLQArskPwpPQULjjE2tsW","As Long As You're Mine - From Wicked Original Broadway Cast Recording/2003","Wicked (Original Broadway Cast Recording / Deluxe Edition)","Stephen Schwartz,Idina Menzel,Leo Norbert Butz,Stephen Oremus,Alex Lacamoire",2013-01-01,225986,48,spotify:user:gloomyarcher383,2020-02-27T04:01:07Z,"broadway,show tunes,hollywood,movie tunes",0.453,0.446,5,-8.28,1,0.0313,0.754,0.00000125,0.105,0.176,117.316,4
55dcu9Iz7r58VEmTqk4LP4,"7daPb40K64rRtF36wd3ZOk,73Np75Wv2tju61Eo9Zw4IR,1e6BRnFiiwNZl04xu1yqmi,5TLQArskPwpPQULjjE2tsW","No Good Deed - From Wicked Original Broadway Cast Recording/2003","Wicked (Original Broadway Cast Recording / Deluxe Edition)","Stephen Schwartz,Idina Menzel,Stephen Oremus,Alex Lacamoire",2013-01-01,211573,49,spotify:user:gloomyarcher383,2020-02-27T04:01:12Z,"broadway,show tunes,hollywood,movie tunes",0.353,0.546,6,-6.768,1,0.0384,0.71,0,0.105,0.272,114.814,4
4HXWWEFUAs4ixa4oLC08Z6,"7daPb40K64rRtF36wd3ZOk,1Yq9Q4bPuxh1N4wtIEXyII,1e6BRnFiiwNZl04xu1yqmi,5TLQArskPwpPQULjjE2tsW","March Of The Witch Hunters - From Wicked Original Broadway Cast Recording/2003","Wicked (Original Broadway Cast Recording / Deluxe Edition)","Stephen Schwartz,Christopher Fitzgerald,Stephen Oremus,Alex Lacamoire",2013-01-01,91106,43,spotify:user:gloomyarcher383,2020-02-27T04:01:16Z,"broadway,show tunes",0.564,0.688,8,-7.888,1,0.0734,0.693,0.0000277,0.133,0.649,115.206,4
3WkgLAd7jGX3sZikfkF0lU,"7daPb40K64rRtF36wd3ZOk,3DgcBA7P0ji5co7Z1Gfp2Q,73Np75Wv2tju61Eo9Zw4IR,1e6BRnFiiwNZl04xu1yqmi,5TLQArskPwpPQULjjE2tsW","For Good - From Wicked Original Broadway Cast Recording/2003","Wicked (Original Broadway Cast Recording / Deluxe Edition)","Stephen Schwartz,Kristin Chenoweth,Idina Menzel,Stephen Oremus,Alex Lacamoire",2013-01-01,306893,52,spotify:user:gloomyarcher383,2020-02-27T04:01:21Z,"broadway,show tunes,hollywood,movie tunes",0.267,0.138,1,-14.073,1,0.0394,0.945,0,0.109,0.248,79.526,4
5GnZCU9UmSRnIUypNwfjgS,"7daPb40K64rRtF36wd3ZOk,3DgcBA7P0ji5co7Z1Gfp2Q,73Np75Wv2tju61Eo9Zw4IR,1e6BRnFiiwNZl04xu1yqmi,5TLQArskPwpPQULjjE2tsW","Finale Wicked - From Wicked Original Broadway Cast Recording/2003","Wicked (Original Broadway Cast Recording / Deluxe Edition)","Stephen Schwartz,Kristin Chenoweth,Idina Menzel,Stephen Oremus,Alex Lacamoire",2013-01-01,101693,43,spotify:user:gloomyarcher383,2020-02-27T04:01:25Z,"broadway,show tunes,hollywood,movie tunes",0.254,0.196,7,-10.587,1,0.0358,0.961,0.0459,0.246,0.0686,128.197,3
2av1BBGdN9DW1u7rvoRhMM,"4cHdzQMvESi5fSYStocJQT,0MRTwWoH56JG2IxfQgOFMl,1WKZeYNzwar047FcK0Y47n,32bisvV1h0yF3PeKmWI6sj,0VJgvx0e4MTvL1A9o2HKQz","Omigod You Guys","Legally Blonde The Musical (Original Broadway Cast Recording)","Annaleigh Ashford,Delta Nus,Dequina Moore,Laura Bell Bundy,Leslie Kritzer",2007-07-16,346813,51,spotify:user:gloomyarcher383,2020-02-27T04:01:52Z,"broadway,show tunes,country dawn",0.57,0.481,7,-9.741,1,0.645,0.497,0,0.425,0.622,159.939,4
2vqCWr9qoVDy5WzP36H0iI,"32bisvV1h0yF3PeKmWI6sj,4FmHJ16rYSHW8q73dhQZ3M","Serious","Legally Blonde The Musical (Original Broadway Cast Recording)","Laura Bell Bundy,Richard H. Blake",2007-07-16,193146,45,spotify:user:gloomyarcher383,2020-02-27T04:01:57Z,"broadway,country dawn,show tunes",0.589,0.28,1,-11.984,1,0.115,0.615,0,0.149,0.333,114.313,4
0b1IlQG9MRf8vu1E6Iq19J,"4cHdzQMvESi5fSYStocJQT,1WKZeYNzwar047FcK0Y47n,0WVzRmt1XsAz2dSozaAgyb,32bisvV1h0yF3PeKmWI6sj,0VJgvx0e4MTvL1A9o2HKQz","What You Want","Legally Blonde The Musical (Original Broadway Cast Recording)","Annaleigh Ashford,Dequina Moore,Kate Wetherhead,Laura Bell Bundy,Leslie Kritzer",2007-07-16,487893,47,spotify:user:gloomyarcher383,2020-02-27T04:02:01Z,"broadway,show tunes,country dawn",0.682,0.431,5,-10.636,1,0.494,0.603,0,0.329,0.71,133.315,4
